Source;Target;weight;Type
u37;m1485;8;Undirected
u37;m1502;6;Undirected
u37;m1850;4;Undirected
u37;m2234;3;Undirected
u37;m2241;2;Undirected
u37;m2424;1;Undirected
u37;m2472;1;Undirected
u37;m2610;4;Undirected
u37;m2815;8;Undirected
u37;m2875;1;Undirected
u37;m293;9;Undirected
u37;m2956;15;Undirected
u37;m3369;1;Undirected
u37;m3470;5;Undirected
u37;m3505;1;Undirected
u37;m3554;1;Undirected
u37;m3758;2;Undirected
u37;m3864;1;Undirected
u37;m3868;56;Undirected
u37;m3995;1;Undirected
u37;m4016;5;Undirected
u37;m4066;1;Undirected
u37;m4119;6;Undirected
u37;m4187;2;Undirected
u37;m4217;3;Undirected
u37;m4250;3;Undirected
u37;m4305;22;Undirected
u37;m4333;4;Undirected
u37;m4461;2;Undirected
u37;m4716;1;Undirected
u37;m4927;1;Undirected
u37;m51;1;Undirected
u37;m5110;1;Undirected
u37;m5247;1;Undirected
u37;m5283;1;Undirected
u37;m5488;60;Undirected
u37;m5605;1;Undirected
u37;m5705;3;Undirected
u37;m5860;1;Undirected
u37;m5925;1;Undirected
u37;m6343;1;Undirected
u37;m6353;2;Undirected
u37;m6399;12;Undirected
u37;m6408;3;Undirected
u37;m6455;42;Undirected
u37;m6482;1;Undirected
u37;m6523;46;Undirected
u37;m6542;1;Undirected
u37;m6598;76;Undirected
u37;m6712;1;Undirected
u37;m7043;6;Undirected
u37;m7159;1;Undirected
u37;m7274;1;Undirected
u37;m736;1;Undirected
u37;m7393;7;Undirected
u37;m7424;1;Undirected
u37;m75;29;Undirected
u37;m7569;1;Undirected
u37;m7577;64;Undirected
u37;m7658;4;Undirected
u37;m7702;2;Undirected
u37;m7717;10;Undirected
u37;m7830;1;Undirected
u37;m7874;7;Undirected
u37;m8173;1;Undirected
u37;m8225;1;Undirected
u37;m8823;3;Undirected
u37;m8831;8;Undirected
u37;m8834;36;Undirected
u37;m9065;3;Undirected
u37;m9095;1;Undirected
u37;m9211;4;Undirected
u37;m9368;7;Undirected
u37;m9405;1;Undirected
u37;m9591;7;Undirected
u37;m9871;1;Undirected
u370;m10039;3;Undirected
u370;m1024;10;Undirected
u370;m10240;1;Undirected
u370;m10367;1;Undirected
u370;m10548;35;Undirected
u370;m10751;1;Undirected
u370;m1118;3;Undirected
u370;m1180;10;Undirected
u370;m1283;3;Undirected
u370;m1471;4;Undirected
u370;m1485;5;Undirected
u370;m1628;27;Undirected
u370;m2353;1;Undirected
u370;m2364;1;Undirected
u370;m2424;3;Undirected
u370;m2425;3;Undirected
u370;m2548;25;Undirected
u370;m2766;1;Undirected
u370;m2815;1;Undirected
u370;m2884;1;Undirected
u370;m2931;5;Undirected
u370;m2956;58;Undirected
u370;m3094;6;Undirected
u370;m3207;6;Undirected
u370;m3261;1;Undirected
u370;m3286;2;Undirected
u370;m3316;13;Undirected
u370;m3505;8;Undirected
u370;m3570;2;Undirected
u370;m3758;5;Undirected
u370;m3773;1;Undirected
u370;m3784;2;Undirected
u370;m3838;1;Undirected
u370;m3987;11;Undirected
u370;m4016;9;Undirected
u370;m4170;1;Undirected
u370;m4281;5;Undirected
u370;m4506;3;Undirected
u370;m4693;6;Undirected
u370;m4925;1;Undirected
u370;m4998;43;Undirected
u370;m5283;8;Undirected
u370;m5370;3;Undirected
u370;m5488;1;Undirected
u370;m5551;4;Undirected
u370;m5705;6;Undirected
u370;m5902;1;Undirected
u370;m5912;2;Undirected
u370;m5917;2;Undirected
u370;m607;3;Undirected
u370;m6214;2;Undirected
u370;m6370;1;Undirected
u370;m644;1;Undirected
u370;m6455;48;Undirected
u370;m6482;1;Undirected
u370;m6523;14;Undirected
u370;m6598;99;Undirected
u370;m6613;1;Undirected
u370;m6692;1;Undirected
u370;m6706;5;Undirected
u370;m6727;1;Undirected
u370;m6753;5;Undirected
u370;m6806;1;Undirected
u370;m6827;1;Undirected
u370;m7098;1;Undirected
u370;m7214;2;Undirected
u370;m7564;3;Undirected
u370;m7874;5;Undirected
u370;m8154;2;Undirected
u370;m8173;34;Undirected
u370;m8183;2;Undirected
u370;m822;1;Undirected
u370;m8229;2;Undirected
u370;m8445;3;Undirected
u370;m8477;34;Undirected
u370;m8649;2;Undirected
u370;m874;3;Undirected
u370;m8826;4;Undirected
u370;m8959;21;Undirected
u370;m8985;4;Undirected
u370;m9006;3;Undirected
u370;m902;3;Undirected
u370;m9530;2;Undirected
u370;m9591;1;Undirected
u370;m9862;3;Undirected
u371;m10262;10;Undirected
u371;m10440;1;Undirected
u371;m10637;50;Undirected
u371;m1118;3;Undirected
u371;m1138;3;Undirected
u371;m1149;22;Undirected
u371;m1283;1;Undirected
u371;m1468;4;Undirected
u371;m1485;7;Undirected
u371;m1588;1;Undirected
u371;m2068;1;Undirected
u371;m2174;12;Undirected
u371;m2234;30;Undirected
u371;m2241;20;Undirected
u371;m2286;12;Undirected
u371;m243;1;Undirected
u371;m2541;1;Undirected
u371;m2681;1;Undirected
u371;m2783;6;Undirected
u371;m2797;30;Undirected
u371;m2855;1;Undirected
u371;m2956;12;Undirected
u371;m3280;2;Undirected
u371;m3283;2;Undirected
u371;m3464;3;Undirected
u371;m3505;4;Undirected
u371;m3554;2;Undirected
u371;m3570;2;Undirected
u371;m3758;4;Undirected
u371;m4016;1;Undirected
u371;m4221;2;Undirected
u371;m4968;2;Undirected
u371;m5526;1;Undirected
u371;m5537;23;Undirected
u371;m560;1;Undirected
u371;m5892;5;Undirected
u371;m5925;3;Undirected
u371;m6053;16;Undirected
u371;m6159;3;Undirected
u371;m6455;8;Undirected
u371;m6523;13;Undirected
u371;m6598;35;Undirected
u371;m6613;4;Undirected
u371;m6791;2;Undirected
u371;m7063;5;Undirected
u371;m7152;2;Undirected
u371;m7274;8;Undirected
u371;m7548;1;Undirected
u371;m7725;3;Undirected
u371;m8173;19;Undirected
u371;m8334;3;Undirected
u371;m8420;5;Undirected
u371;m8720;1;Undirected
u371;m874;3;Undirected
u371;m8820;13;Undirected
u371;m8933;2;Undirected
u371;m9322;62;Undirected
u371;m9339;1;Undirected
u371;m9344;2;Undirected
u371;m9591;1;Undirected
u372;m10240;3;Undirected
u372;m10281;1;Undirected
u372;m10391;3;Undirected
u372;m10696;1;Undirected
u372;m1118;5;Undirected
u372;m1283;12;Undirected
u372;m132;2;Undirected
u372;m1485;12;Undirected
u372;m1778;3;Undirected
u372;m1933;1;Undirected
u372;m1989;4;Undirected
u372;m2234;25;Undirected
u372;m2241;23;Undirected
u372;m2286;1;Undirected
u372;m2424;2;Undirected
u372;m2483;2;Undirected
u372;m2489;17;Undirected
u372;m2533;1;Undirected
u372;m2655;3;Undirected
u372;m2873;2;Undirected
u372;m2956;43;Undirected
u372;m2974;1;Undirected
u372;m2997;1;Undirected
u372;m3094;61;Undirected
u372;m324;1;Undirected
u372;m3286;6;Undirected
u372;m3570;15;Undirected
u372;m3758;10;Undirected
u372;m3887;1;Undirected
u372;m4133;2;Undirected
u372;m4170;1;Undirected
u372;m4250;1;Undirected
u372;m4333;3;Undirected
u372;m4566;2;Undirected
u372;m4597;1;Undirected
u372;m469;1;Undirected
u372;m4693;65;Undirected
u372;m4823;16;Undirected
u372;m4852;3;Undirected
u372;m4916;2;Undirected
u372;m5037;8;Undirected
u372;m5110;1;Undirected
u372;m5243;3;Undirected
u372;m5247;5;Undirected
u372;m5283;20;Undirected
u372;m5355;1;Undirected
u372;m5370;3;Undirected
u372;m5371;2;Undirected
u372;m5488;5;Undirected
u372;m5498;3;Undirected
u372;m5541;6;Undirected
u372;m5613;1;Undirected
u372;m5666;19;Undirected
u372;m570;19;Undirected
u372;m5769;3;Undirected
u372;m5771;1;Undirected
u372;m6159;1;Undirected
u372;m6184;1;Undirected
u372;m6341;1;Undirected
u372;m6368;10;Undirected
u372;m6408;3;Undirected
u372;m644;1;Undirected
u372;m6455;7;Undirected
u372;m6523;24;Undirected
u372;m6598;5;Undirected
u372;m6654;1;Undirected
u372;m6748;1;Undirected
u372;m690;1;Undirected
u372;m7073;2;Undirected
u372;m7274;13;Undirected
u372;m7393;2;Undirected
u372;m7561;1;Undirected
u372;m7564;3;Undirected
u372;m7622;1;Undirected
u372;m7725;3;Undirected
u372;m7830;1;Undirected
u372;m7874;3;Undirected
u372;m8058;2;Undirected
u372;m8082;15;Undirected
u372;m8154;56;Undirected
u372;m8157;1;Undirected
u372;m8173;16;Undirected
u372;m822;2;Undirected
u372;m8246;1;Undirected
u372;m8318;8;Undirected
u372;m8481;6;Undirected
u372;m874;1;Undirected
u372;m8823;2;Undirected
u372;m8834;1;Undirected
u372;m8930;2;Undirected
u372;m8959;1;Undirected
u372;m9006;9;Undirected
u372;m9129;1;Undirected
u372;m9211;1;Undirected
u372;m9253;1;Undirected
u372;m927;1;Undirected
u372;m9344;16;Undirected
u372;m9368;11;Undirected
u372;m9405;1;Undirected
u372;m95;32;Undirected
u372;m9591;6;Undirected
u372;m9657;56;Undirected
u372;m9719;1;Undirected
u372;m985;1;Undirected
u372;m9871;1;Undirected
u373;m10281;1;Undirected
u373;m10317;7;Undirected
u373;m10440;1;Undirected
u373;m10529;1;Undirected
u373;m10641;1;Undirected
u373;m10660;1;Undirected
u373;m1118;7;Undirected
u373;m1158;1;Undirected
u373;m1283;10;Undirected
u373;m1337;18;Undirected
u373;m1471;6;Undirected
u373;m1485;3;Undirected
u373;m1502;1;Undirected
u373;m1545;1;Undirected
u373;m1666;4;Undirected
u373;m1678;1;Undirected
u373;m1721;3;Undirected
u373;m1854;3;Undirected
u373;m1856;1;Undirected
u373;m1917;18;Undirected
u373;m192;1;Undirected
u373;m1963;3;Undirected
u373;m2015;18;Undirected
u373;m2105;74;Undirected
u373;m2129;2;Undirected
u373;m2148;5;Undirected
u373;m2152;1;Undirected
u373;m2174;29;Undirected
u373;m2234;37;Undirected
u373;m2241;32;Undirected
u373;m2255;2;Undirected
u373;m2292;1;Undirected
u373;m2354;1;Undirected
u373;m2424;4;Undirected
u373;m243;2;Undirected
u373;m2500;1;Undirected
u373;m251;3;Undirected
u373;m2548;2;Undirected
u373;m2596;1;Undirected
u373;m2699;1;Undirected
u373;m2729;1;Undirected
u373;m2815;21;Undirected
u373;m2848;6;Undirected
u373;m2920;6;Undirected
u373;m2956;16;Undirected
u373;m2968;1;Undirected
u373;m3316;12;Undirected
u373;m3430;4;Undirected
u373;m3505;15;Undirected
u373;m3570;16;Undirected
u373;m3573;24;Undirected
u373;m3640;3;Undirected
u373;m3641;2;Undirected
u373;m3657;2;Undirected
u373;m3758;2;Undirected
u373;m3874;1;Undirected
u373;m3963;1;Undirected
u373;m4122;2;Undirected
u373;m4170;1;Undirected
u373;m4250;2;Undirected
u373;m4296;3;Undirected
u373;m4306;1;Undirected
u373;m4333;3;Undirected
u373;m4468;1;Undirected
u373;m4506;1;Undirected
u373;m4594;3;Undirected
u373;m4625;2;Undirected
u373;m4658;6;Undirected
u373;m4693;6;Undirected
u373;m4728;1;Undirected
u373;m4802;53;Undirected
u373;m4876;1;Undirected
u373;m4891;1;Undirected
u373;m4968;1;Undirected
u373;m4998;5;Undirected
u373;m5110;3;Undirected
u373;m5247;2;Undirected
u373;m5283;1;Undirected
u373;m5316;93;Undirected
u373;m5365;1;Undirected
u373;m5370;3;Undirected
u373;m5397;1;Undirected
u373;m5417;1;Undirected
u373;m5466;1;Undirected
u373;m5488;85;Undirected
u373;m5541;1;Undirected
u373;m5546;3;Undirected
u373;m5613;4;Undirected
u373;m5655;26;Undirected
u373;m5705;3;Undirected
u373;m5917;1;Undirected
u373;m5925;1;Undirected
u373;m5934;1;Undirected
u373;m605;1;Undirected
u373;m6076;3;Undirected
u373;m6138;6;Undirected
u373;m6243;2;Undirected
u373;m6408;3;Undirected
u373;m6416;1;Undirected
u373;m644;1;Undirected
u373;m6455;83;Undirected
u373;m6523;41;Undirected
u373;m6598;77;Undirected
u373;m6708;1;Undirected
u373;m7006;1;Undirected
u373;m7012;2;Undirected
u373;m7022;1;Undirected
u373;m7075;4;Undirected
u373;m7082;1;Undirected
u373;m712;2;Undirected
u373;m7274;21;Undirected
u373;m7339;11;Undirected
u373;m7528;47;Undirected
u373;m7532;1;Undirected
u373;m7702;10;Undirected
u373;m7746;1;Undirected
u373;m7777;3;Undirected
u373;m7807;19;Undirected
u373;m7874;3;Undirected
u373;m8060;1;Undirected
u373;m8099;8;Undirected
u373;m8117;1;Undirected
u373;m812;14;Undirected
u373;m8154;7;Undirected
u373;m8181;3;Undirected
u373;m8275;2;Undirected
u373;m8384;1;Undirected
u373;m84;35;Undirected
u373;m8431;1;Undirected
u373;m8445;18;Undirected
u373;m8468;1;Undirected
u373;m8481;3;Undirected
u373;m8561;1;Undirected
u373;m87;4;Undirected
u373;m8731;1;Undirected
u373;m874;3;Undirected
u373;m8744;1;Undirected
u373;m8823;2;Undirected
u373;m8834;2;Undirected
u373;m8959;2;Undirected
u373;m8985;5;Undirected
u373;m9006;4;Undirected
u373;m9211;3;Undirected
u373;m9253;1;Undirected
u373;m9261;2;Undirected
u373;m9268;1;Undirected
u373;m9344;14;Undirected
u373;m9386;8;Undirected
u373;m9506;2;Undirected
u373;m9591;6;Undirected
u373;m9615;6;Undirected
u373;m9709;4;Undirected
u373;m9726;1;Undirected
u374;m10061;31;Undirected
u374;m10222;2;Undirected
u374;m10354;1;Undirected
u374;m10669;4;Undirected
u374;m10731;2;Undirected
u374;m1118;5;Undirected
u374;m124;2;Undirected
u374;m1243;7;Undirected
u374;m1304;13;Undirected
u374;m1431;1;Undirected
u374;m1502;5;Undirected
u374;m1574;2;Undirected
u374;m1666;9;Undirected
u374;m1788;1;Undirected
u374;m1856;3;Undirected
u374;m1956;11;Undirected
u374;m2052;7;Undirected
u374;m2148;2;Undirected
u374;m220;5;Undirected
u374;m2234;9;Undirected
u374;m2241;1;Undirected
u374;m2338;15;Undirected
u374;m2424;2;Undirected
u374;m2472;1;Undirected
u374;m2655;35;Undirected
u374;m2681;10;Undirected
u374;m2797;36;Undirected
u374;m2956;26;Undirected
u374;m2997;1;Undirected
u374;m300;1;Undirected
u374;m3003;3;Undirected
u374;m3094;3;Undirected
u374;m3316;3;Undirected
u374;m3357;1;Undirected
u374;m3542;1;Undirected
u374;m359;1;Undirected
u374;m3719;1;Undirected
u374;m3765;4;Undirected
u374;m3781;2;Undirected
u374;m3847;1;Undirected
u374;m397;3;Undirected
u374;m4170;2;Undirected
u374;m4250;3;Undirected
u374;m4440;1;Undirected
u374;m4506;6;Undirected
u374;m4665;3;Undirected
u374;m4693;49;Undirected
u374;m4823;7;Undirected
u374;m483;2;Undirected
u374;m4852;3;Undirected
u374;m4968;3;Undirected
u374;m5083;1;Undirected
u374;m5344;1;Undirected
u374;m5370;7;Undirected
u374;m5488;45;Undirected
u374;m5498;84;Undirected
u374;m5541;3;Undirected
u374;m5613;1;Undirected
u374;m5627;3;Undirected
u374;m5925;8;Undirected
u374;m5949;1;Undirected
u374;m5971;15;Undirected
u374;m6076;1;Undirected
u374;m6290;24;Undirected
u374;m6357;7;Undirected
u374;m6376;29;Undirected
u374;m6402;1;Undirected
u374;m6455;7;Undirected
u374;m6523;33;Undirected
u374;m7274;1;Undirected
u374;m7414;1;Undirected
u374;m7528;2;Undirected
u374;m7686;1;Undirected
u374;m7725;1;Undirected
u374;m7874;1;Undirected
u374;m7921;5;Undirected
u374;m8060;1;Undirected
u374;m8173;40;Undirected
u374;m8456;1;Undirected
u374;m846;4;Undirected
u374;m8481;1;Undirected
u374;m8598;1;Undirected
u374;m8623;1;Undirected
u374;m87;1;Undirected
u374;m8731;1;Undirected
u374;m874;3;Undirected
u374;m8747;1;Undirected
u374;m8785;4;Undirected
u374;m8834;4;Undirected
u374;m890;3;Undirected
u374;m9006;44;Undirected
u374;m9339;1;Undirected
u374;m9344;11;Undirected
u374;m9405;22;Undirected
u374;m9658;22;Undirected
u374;m9681;1;Undirected
u374;m9752;1;Undirected
u375;m1000;4;Undirected
u375;m10004;1;Undirected
u375;m10017;12;Undirected
u375;m10146;1;Undirected
u375;m10240;2;Undirected
u375;m10440;1;Undirected
u375;m10637;18;Undirected
u375;m10647;3;Undirected
u375;m10680;9;Undirected
u375;m10681;5;Undirected
u375;m1118;2;Undirected
u375;m1283;4;Undirected
u375;m1347;4;Undirected
u375;m1467;3;Undirected
u375;m1618;12;Undirected
u375;m1701;6;Undirected
u375;m1721;3;Undirected
u375;m1854;1;Undirected
u375;m1856;2;Undirected
u375;m1933;6;Undirected
u375;m1989;1;Undirected
u375;m2015;6;Undirected
u375;m2045;1;Undirected
u375;m2052;2;Undirected
u375;m2148;3;Undirected
u375;m2234;5;Undirected
u375;m2241;19;Undirected
u375;m2424;9;Undirected
u375;m2472;1;Undirected
u375;m2807;1;Undirected
u375;m2956;338;Undirected
u375;m2974;2;Undirected
u375;m3102;1;Undirected
u375;m3470;4;Undirected
u375;m3505;2;Undirected
u375;m3542;1;Undirected
u375;m3570;4;Undirected
u375;m3777;6;Undirected
u375;m4250;2;Undirected
u375;m4259;6;Undirected
u375;m4333;3;Undirected
u375;m4669;10;Undirected
u375;m4693;6;Undirected
u375;m474;20;Undirected
u375;m4805;2;Undirected
u375;m4852;3;Undirected
u375;m4968;5;Undirected
u375;m4998;3;Undirected
u375;m5056;3;Undirected
u375;m5083;2;Undirected
u375;m5110;3;Undirected
u375;m5247;5;Undirected
u375;m5283;9;Undirected
u375;m5370;6;Undirected
u375;m5498;1;Undirected
u375;m551;1;Undirected
u375;m5521;2;Undirected
u375;m5541;3;Undirected
u375;m560;1;Undirected
u375;m5835;6;Undirected
u375;m6076;1;Undirected
u375;m6159;1;Undirected
u375;m6455;54;Undirected
u375;m6499;1;Undirected
u375;m6523;16;Undirected
u375;m6598;105;Undirected
u375;m6642;3;Undirected
u375;m6679;7;Undirected
u375;m6752;1;Undirected
u375;m692;1;Undirected
u375;m7005;3;Undirected
u375;m7006;1;Undirected
u375;m7187;2;Undirected
u375;m738;12;Undirected
u375;m7393;2;Undirected
u375;m7414;1;Undirected
u375;m7532;1;Undirected
u375;m7564;1;Undirected
u375;m7567;1;Undirected
u375;m7746;6;Undirected
u375;m7777;3;Undirected
u375;m7874;1;Undirected
u375;m7885;3;Undirected
u375;m8060;3;Undirected
u375;m8154;1;Undirected
u375;m8823;1;Undirected
u375;m8868;3;Undirected
u375;m8985;11;Undirected
u375;m9006;7;Undirected
u375;m9211;3;Undirected
u375;m9243;1;Undirected
u375;m9306;3;Undirected
u375;m9344;4;Undirected
u375;m9368;3;Undirected
u375;m9386;3;Undirected
u375;m9484;4;Undirected
u375;m9591;2;Undirected
u375;m9783;3;Undirected
u375;m9862;1;Undirected
u376;m10003;3;Undirected
u376;m10039;1;Undirected
u376;m10240;1;Undirected
u376;m10440;1;Undirected
u376;m10751;10;Undirected
u376;m1118;2;Undirected
u376;m113;7;Undirected
u376;m1283;2;Undirected
u376;m1471;6;Undirected
u376;m1485;4;Undirected
u376;m1502;11;Undirected
u376;m156;5;Undirected
u376;m1855;1;Undirected
u376;m1993;12;Undirected
u376;m2015;3;Undirected
u376;m2148;2;Undirected
u376;m2149;15;Undirected
u376;m2171;5;Undirected
u376;m2234;4;Undirected
u376;m2241;11;Undirected
u376;m2281;1;Undirected
u376;m2286;1;Undirected
u376;m2681;7;Undirected
u376;m2763;1;Undirected
u376;m2938;1;Undirected
u376;m2956;6;Undirected
u376;m300;1;Undirected
u376;m3008;1;Undirected
u376;m3045;7;Undirected
u376;m3316;21;Undirected
u376;m3542;2;Undirected
u376;m3570;6;Undirected
u376;m3758;1;Undirected
u376;m3858;1;Undirected
u376;m3989;1;Undirected
u376;m4126;3;Undirected
u376;m4250;4;Undirected
u376;m4333;8;Undirected
u376;m4495;1;Undirected
u376;m4506;3;Undirected
u376;m4626;1;Undirected
u376;m5083;2;Undirected
u376;m5101;1;Undirected
u376;m5110;1;Undirected
u376;m5123;7;Undirected
u376;m5257;2;Undirected
u376;m5370;3;Undirected
u376;m5475;5;Undirected
u376;m5541;3;Undirected
u376;m560;1;Undirected
u376;m5613;1;Undirected
u376;m5705;3;Undirected
u376;m6076;2;Undirected
u376;m6159;4;Undirected
u376;m6389;2;Undirected
u376;m6408;4;Undirected
u376;m644;1;Undirected
u376;m6455;22;Undirected
u376;m6482;2;Undirected
u376;m6523;8;Undirected
u376;m6598;23;Undirected
u376;m7414;1;Undirected
u376;m7529;1;Undirected
u376;m7564;4;Undirected
u376;m7640;12;Undirected
u376;m7679;1;Undirected
u376;m7732;8;Undirected
u376;m7737;1;Undirected
u376;m7874;4;Undirected
u376;m8060;3;Undirected
u376;m8173;12;Undirected
u376;m818;1;Undirected
u376;m8199;1;Undirected
u376;m822;1;Undirected
u376;m8445;12;Undirected
u376;m8720;2;Undirected
u376;m8731;1;Undirected
u376;m874;3;Undirected
u376;m8793;3;Undirected
u376;m8959;1;Undirected
u376;m8983;8;Undirected
u376;m8985;1;Undirected
u376;m9006;2;Undirected
u376;m9131;1;Undirected
u376;m9211;3;Undirected
u376;m9344;3;Undirected
u376;m9475;3;Undirected
u376;m9484;1;Undirected
u376;m9591;1;Undirected
u376;m9658;1;Undirected
u376;m972;11;Undirected
u376;m9862;2;Undirected
u377;m10005;6;Undirected
u377;m10203;6;Undirected
u377;m10669;2;Undirected
u377;m10844;1;Undirected
u377;m1118;1;Undirected
u377;m1134;7;Undirected
u377;m1214;8;Undirected
u377;m1701;3;Undirected
u377;m1721;1;Undirected
u377;m1740;10;Undirected
u377;m1854;3;Undirected
u377;m1856;4;Undirected
u377;m204;1;Undirected
u377;m2052;1;Undirected
u377;m2234;1;Undirected
u377;m2447;1;Undirected
u377;m2956;13;Undirected
u377;m2974;1;Undirected
u377;m3199;2;Undirected
u377;m3316;14;Undirected
u377;m3505;10;Undirected
u377;m3570;1;Undirected
u377;m3758;2;Undirected
u377;m3953;1;Undirected
u377;m397;6;Undirected
u377;m410;1;Undirected
u377;m4170;1;Undirected
u377;m4311;1;Undirected
u377;m4313;1;Undirected
u377;m4333;3;Undirected
u377;m4693;3;Undirected
u377;m4846;3;Undirected
u377;m4852;3;Undirected
u377;m4864;1;Undirected
u377;m4968;10;Undirected
u377;m5149;1;Undirected
u377;m5283;8;Undirected
u377;m5300;2;Undirected
u377;m5374;1;Undirected
u377;m5541;3;Undirected
u377;m5548;1;Undirected
u377;m5613;1;Undirected
u377;m5973;1;Undirected
u377;m61;4;Undirected
u377;m6104;2;Undirected
u377;m6184;1;Undirected
u377;m6355;9;Undirected
u377;m644;1;Undirected
u377;m6455;75;Undirected
u377;m6491;1;Undirected
u377;m6523;13;Undirected
u377;m6598;61;Undirected
u377;m66;12;Undirected
u377;m7274;3;Undirected
u377;m7368;7;Undirected
u377;m7414;1;Undirected
u377;m7428;1;Undirected
u377;m7702;3;Undirected
u377;m7725;3;Undirected
u377;m7874;3;Undirected
u377;m822;2;Undirected
u377;m8467;1;Undirected
u377;m8762;9;Undirected
u377;m8799;2;Undirected
u377;m8833;1;Undirected
u377;m8834;1;Undirected
u377;m8959;4;Undirected
u377;m8985;79;Undirected
u377;m9006;86;Undirected
u377;m9344;1;Undirected
u377;m9450;1;Undirected
u377;m9564;1;Undirected
u377;m9573;4;Undirected
u377;m9591;2;Undirected
u377;m9615;10;Undirected
u377;m9658;1;Undirected
u377;m9730;3;Undirected
u377;m9752;1;Undirected
u377;m9862;3;Undirected
u378;m10008;1;Undirected
u378;m10050;1;Undirected
u378;m10090;1;Undirected
u378;m10183;1;Undirected
u378;m10199;1;Undirected
u378;m10375;1;Undirected
u378;m10474;2;Undirected
u378;m1061;1;Undirected
u378;m10637;2;Undirected
u378;m10669;1;Undirected
u378;m10705;1;Undirected
u378;m10715;5;Undirected
u378;m1083;2;Undirected
u378;m10836;4;Undirected
u378;m1118;2;Undirected
u378;m1152;28;Undirected
u378;m1166;3;Undirected
u378;m1283;3;Undirected
u378;m1291;2;Undirected
u378;m1436;5;Undirected
u378;m1620;3;Undirected
u378;m1701;3;Undirected
u378;m1754;3;Undirected
u378;m1767;1;Undirected
u378;m1854;1;Undirected
u378;m1856;300;Undirected
u378;m1876;2;Undirected
u378;m1933;1;Undirected
u378;m2052;282;Undirected
u378;m2073;2;Undirected
u378;m2234;8;Undirected
u378;m2241;2;Undirected
u378;m2378;10;Undirected
u378;m242;2;Undirected
u378;m2424;3;Undirected
u378;m2473;1;Undirected
u378;m2537;5;Undirected
u378;m2583;2;Undirected
u378;m2681;8;Undirected
u378;m2698;16;Undirected
u378;m2709;3;Undirected
u378;m2815;25;Undirected
u378;m2873;34;Undirected
u378;m2920;5;Undirected
u378;m2956;48;Undirected
u378;m3002;1;Undirected
u378;m3090;2;Undirected
u378;m3112;4;Undirected
u378;m312;1;Undirected
u378;m3230;5;Undirected
u378;m3261;2;Undirected
u378;m3273;7;Undirected
u378;m3470;1;Undirected
u378;m3505;11;Undirected
u378;m3538;2;Undirected
u378;m3554;4;Undirected
u378;m3643;1;Undirected
u378;m3655;1;Undirected
u378;m3758;7;Undirected
u378;m3854;1;Undirected
u378;m3864;2;Undirected
u378;m3955;1;Undirected
u378;m3966;1;Undirected
u378;m397;3;Undirected
u378;m4016;2;Undirected
u378;m4077;2;Undirected
u378;m4170;1;Undirected
u378;m4174;1;Undirected
u378;m4178;1;Undirected
u378;m4197;1;Undirected
u378;m4250;3;Undirected
u378;m4311;1;Undirected
u378;m440;1;Undirected
u378;m4468;117;Undirected
u378;m4631;1;Undirected
u378;m4693;7;Undirected
u378;m4704;3;Undirected
u378;m4823;41;Undirected
u378;m4864;1;Undirected
u378;m4917;14;Undirected
u378;m4956;2;Undirected
u378;m4968;7;Undirected
u378;m4986;1;Undirected
u378;m499;1;Undirected
u378;m4998;1;Undirected
u378;m5101;2;Undirected
u378;m5110;3;Undirected
u378;m514;3;Undirected
u378;m5155;34;Undirected
u378;m5247;4;Undirected
u378;m5283;20;Undirected
u378;m5370;3;Undirected
u378;m5383;14;Undirected
u378;m5386;6;Undirected
u378;m5476;2;Undirected
u378;m5480;1;Undirected
u378;m5482;1;Undirected
u378;m5488;6;Undirected
u378;m5548;1;Undirected
u378;m5557;2;Undirected
u378;m565;3;Undirected
u378;m5705;6;Undirected
u378;m5723;26;Undirected
u378;m5850;35;Undirected
u378;m5854;4;Undirected
u378;m5943;1;Undirected
u378;m5949;2;Undirected
u378;m6056;1;Undirected
u378;m6083;1;Undirected
u378;m6159;4;Undirected
u378;m6184;2;Undirected
u378;m6211;3;Undirected
u378;m6389;4;Undirected
u378;m6399;2;Undirected
u378;m6408;6;Undirected
u378;m641;1;Undirected
u378;m6455;99;Undirected
u378;m6523;15;Undirected
u378;m6598;9;Undirected
u378;m668;1;Undirected
u378;m6726;2;Undirected
u378;m6845;552;Undirected
u378;m7274;4;Undirected
u378;m7307;1;Undirected
u378;m7316;1;Undirected
u378;m7393;1;Undirected
u378;m7532;1;Undirected
u378;m7568;3;Undirected
u378;m7728;3;Undirected
u378;m7830;1;Undirected
u378;m7931;1;Undirected
u378;m8091;1;Undirected
u378;m8154;56;Undirected
u378;m8173;4;Undirected
u378;m8235;1;Undirected
u378;m8246;2;Undirected
u378;m8300;5;Undirected
u378;m8302;3;Undirected
u378;m8310;14;Undirected
u378;m8503;1;Undirected
u378;m8720;5;Undirected
u378;m8773;1;Undirected
u378;m8799;17;Undirected
u378;m8823;2;Undirected
u378;m8834;17;Undirected
u378;m8919;1;Undirected
u378;m894;11;Undirected
u378;m8956;2;Undirected
u378;m8985;2;Undirected
u378;m9006;5;Undirected
u378;m9007;1;Undirected
u378;m902;1;Undirected
u378;m9096;1;Undirected
u378;m9113;2;Undirected
u378;m9211;4;Undirected
u378;m9304;2;Undirected
u378;m9329;1;Undirected
u378;m9344;3;Undirected
