Id;m_min;m_max;m_mean;m_std;victim;Cat;Label;victim_n
m9132;108.07;108.07;108.07;;No;Institution;m9132;0
m9133;85.91;85.91;85.91;;No;Institution;m9133;0
m9134;8.13;68.36;40.99;26.6;No;Institution;m9134;0
m9135;328.17;328.17;328.17;;No;Institution;m9135;0
m9136;52.28;70.46;63.05;9.54;No;Institution;m9136;0
m9137;12.41;22.28;17.97;3.12;No;Institution;m9137;0
m9138;25.02;79.81;52.42;38.74;No;Institution;m9138;0
m9139;0.65;1.54;1.3;0.43;Yes;Institution;m9139;1
m914;29.95;38.62;34.28;6.13;No;Institution;m914;0
m9140;14.03;14.03;14.03;;No;Institution;m9140;0
m9141;0.97;64.12;36.34;17.8;No;Institution;m9141;0
m9142;57.22;57.22;57.22;;No;Institution;m9142;0
m9143;754.41;833.8;795.48;39.77;No;Institution;m9143;0
m9144;10.49;287.24;116.52;70.13;No;Institution;m9144;0
m9145;4.4;52.6;31.09;12.69;No;Institution;m9145;0
m9146;157.3;225.99;179.86;24.57;No;Institution;m9146;0
m9147;66.96;300.65;143.45;78.67;No;Institution;m9147;0
m9148;70.39;96.35;87.01;14.43;No;Institution;m9148;0
m9149;27.11;230.6;142.0;52.08;No;Institution;m9149;0
m915;36.16;37.3;36.55;0.65;No;Institution;m915;0
m9150;6.94;6.94;6.94;;No;Institution;m9150;0
m9151;17.87;224.02;119.64;91.33;No;Institution;m9151;0
m9152;43.07;48.52;45.8;3.85;No;Institution;m9152;0
m9153;8.05;12.32;10.18;3.02;No;Institution;m9153;0
m9154;37.61;37.61;37.61;;No;Institution;m9154;0
m9155;37.4;43.87;40.64;4.57;No;Institution;m9155;0
m9156;13.96;52.92;34.87;8.51;No;Institution;m9156;0
m9157;115.76;115.76;115.76;;No;Institution;m9157;0
m9158;64.2;64.2;64.2;;No;Institution;m9158;0
m9159;2.33;124.59;65.21;43.73;No;Institution;m9159;0
m916;47.85;47.85;47.85;;No;Institution;m916;0
m9160;31.81;48.41;42.1;7.17;No;Institution;m9160;0
m9161;46.75;46.75;46.75;;No;Institution;m9161;0
m9162;3.5;59.71;33.27;13.04;No;Institution;m9162;0
m9163;115.31;127.73;121.52;8.78;No;Institution;m9163;0
m9164;67.2;67.2;67.2;;No;Institution;m9164;0
m9165;11.22;11.22;11.22;;No;Institution;m9165;0
m9166;37.12;46.05;41.58;6.31;No;Institution;m9166;0
m9167;21.61;33.71;27.66;8.56;No;Institution;m9167;0
m9168;476.02;476.02;476.02;;No;Institution;m9168;0
m9169;2.15;17.51;9.83;10.86;No;Institution;m9169;0
m917;22.16;29.01;24.76;3.71;No;Institution;m917;0
m9170;35.93;35.93;35.93;;No;Institution;m9170;0
m9171;282.26;282.26;282.26;;No;Institution;m9171;0
m9172;6.66;6.66;6.66;;No;Institution;m9172;0
m9173;153.53;153.53;153.53;;No;Institution;m9173;0
m9174;2.74;41.79;17.4;14.92;No;Institution;m9174;0
m9175;15.96;43.87;29.92;19.74;No;Institution;m9175;0
m9176;208.24;208.24;208.24;;No;Institution;m9176;0
m9177;28.49;42.1;35.89;6.88;No;Institution;m9177;0
m9178;88.33;88.33;88.33;;No;Institution;m9178;0
m9179;5.96;5.96;5.96;;No;Institution;m9179;0
m918;40.12;67.74;53.93;19.53;No;Institution;m918;0
m9180;152.52;152.52;152.52;;No;Institution;m9180;0
m9181;8.46;10.66;9.56;1.56;No;Institution;m9181;0
m9182;36.01;40.18;38.42;2.16;No;Institution;m9182;0
m9183;3.49;40.24;19.16;14.21;No;Institution;m9183;0
m9184;5.4;56.86;22.02;18.71;No;Institution;m9184;0
m9185;27.65;47.41;39.36;6.83;No;Institution;m9185;0
m9186;36.79;39.48;38.14;1.9;No;Institution;m9186;0
m9187;11.54;11.54;11.54;;No;Institution;m9187;0
m9188;27.5;27.5;27.5;;No;Institution;m9188;0
m9189;42.34;142.73;105.08;18.27;No;Institution;m9189;0
m919;34.0;91.48;59.77;15.17;No;Institution;m919;0
m9190;120.3;237.31;174.88;40.58;No;Institution;m9190;0
m9191;24.53;64.7;45.56;14.05;No;Institution;m9191;0
m9192;9.95;9.95;9.95;;No;Institution;m9192;0
m9193;38.55;50.88;44.72;8.72;No;Institution;m9193;0
m9194;56.35;106.05;73.94;15.86;No;Institution;m9194;0
m9195;6.27;26.65;16.5;11.18;No;Institution;m9195;0
m9196;18.42;18.42;18.42;;No;Institution;m9196;0
m9197;32.34;32.34;32.34;;No;Institution;m9197;0
m9198;18.03;18.03;18.03;;No;Institution;m9198;0
m9199;5.41;6.34;5.88;0.66;No;Institution;m9199;0
m92;8.2;23.19;14.64;3.61;No;Institution;m92;0
m920;20.66;96.2;68.9;20.43;No;Institution;m920;0
m9200;21.35;21.35;21.35;;No;Institution;m9200;0
m9201;1.25;15.45;5.88;5.49;No;Institution;m9201;0
m9202;52.06;52.06;52.06;;No;Institution;m9202;0
m9203;39.1;39.1;39.1;;No;Institution;m9203;0
m9204;11.62;1321.2;187.47;359.62;No;Institution;m9204;0
m9205;52.29;55.78;54.04;2.47;No;Institution;m9205;0
m9206;0.58;43.97;15.06;25.04;No;Institution;m9206;0
m9207;2.52;2.52;2.52;;No;Institution;m9207;0
m9208;31.84;31.84;31.84;;No;Institution;m9208;0
m9209;19.33;109.17;64.25;63.53;No;Institution;m9209;0
m921;2.71;78.84;32.72;24.61;No;Institution;m921;0
m9210;12.12;27.71;21.36;7.58;No;Institution;m9210;0
m9211;0.55;116.55;13.63;7.55;Yes;Institution;m9211;1
m9212;16.68;74.34;33.57;21.09;No;Institution;m9212;0
m9213;203.08;359.2;300.2;67.95;No;Institution;m9213;0
m9214;4.34;68.19;36.26;45.15;No;Institution;m9214;0
m9215;118.26;118.26;118.26;;No;Institution;m9215;0
m9216;251.4;251.4;251.4;;No;Institution;m9216;0
m9217;4.53;205.0;33.59;40.27;No;Institution;m9217;0
m9218;19.32;72.19;43.04;17.9;No;Institution;m9218;0
m9219;3.98;88.21;50.31;25.93;No;Institution;m9219;0
m922;3.56;6.99;5.86;1.33;No;Institution;m922;0
m9220;56.53;56.53;56.53;;No;Institution;m9220;0
m9221;-332.0;332.0;31.83;336.55;No;Institution;m9221;0
m9222;1.7;76.98;32.17;30.54;No;Institution;m9222;0
m9223;2.46;2.46;2.46;;No;Institution;m9223;0
m9224;-201.0;212.73;70.91;235.55;No;Institution;m9224;0
m9225;140.73;180.52;160.62;28.14;No;Institution;m9225;0
m9226;48.4;96.82;77.98;9.65;No;Institution;m9226;0
m9227;66.77;85.67;75.52;9.53;No;Institution;m9227;0
m9228;33.05;54.4;45.22;9.28;No;Institution;m9228;0
m9229;3.39;65.83;36.88;14.7;No;Institution;m9229;0
m923;51.61;66.81;59.21;10.75;No;Institution;m923;0
m9230;24.74;36.56;30.63;4.88;No;Institution;m9230;0
m9231;73.09;73.09;73.09;;No;Institution;m9231;0
m9232;65.36;65.36;65.36;;No;Institution;m9232;0
m9233;232.31;234.44;233.38;1.51;No;Institution;m9233;0
m9234;55.57;55.57;55.57;;No;Institution;m9234;0
m9235;87.84;87.84;87.84;;No;Institution;m9235;0
m9236;5.94;177.88;91.91;121.58;No;Institution;m9236;0
m9237;16.37;41.12;32.38;8.41;No;Institution;m9237;0
m9238;57.56;57.56;57.56;;No;Institution;m9238;0
m9239;3.45;54.6;33.51;23.83;No;Institution;m9239;0
m924;129.45;245.2;185.61;32.26;No;Institution;m924;0
m9240;46.16;100.29;73.06;14.72;No;Institution;m9240;0
m9241;214.39;214.39;214.39;;No;Institution;m9241;0
m9242;42.02;186.05;84.02;68.26;No;Institution;m9242;0
m9243;16.43;16.43;16.43;;No;Institution;m9243;0
m9244;51.69;51.69;51.69;;No;Institution;m9244;0
m9245;9.02;86.86;35.21;33.95;No;Institution;m9245;0
m9246;2.31;2.31;2.31;;No;Institution;m9246;0
m9247;33.58;47.93;38.58;6.11;No;Institution;m9247;0
m9248;14.15;26.28;20.22;8.58;No;Institution;m9248;0
m9249;24.39;175.72;81.34;44.28;No;Institution;m9249;0
m925;639.67;639.67;639.67;;No;Institution;m925;0
m9250;68.72;68.72;68.72;;No;Institution;m9250;0
m9251;25.23;85.5;45.95;26.92;No;Institution;m9251;0
m9252;48.86;48.86;48.86;;No;Institution;m9252;0
m9253;30.23;1826.62;719.23;359.11;No;Institution;m9253;0
m9254;20.34;27.75;23.29;3.16;No;Institution;m9254;0
m9255;23.23;33.95;29.64;4.13;No;Institution;m9255;0
m9256;36.22;104.72;77.1;27.27;No;Institution;m9256;0
m9257;3.32;11.73;8.7;3.31;No;Institution;m9257;0
m9258;2.57;3.23;2.9;0.47;No;Institution;m9258;0
m9259;32.34;32.34;32.34;;No;Institution;m9259;0
m926;11.61;39.77;31.44;9.45;No;Institution;m926;0
m9260;25.0;35.35;30.18;7.32;No;Institution;m9260;0
m9261;18.76;24.27;21.52;3.9;No;Institution;m9261;0
m9262;82.57;145.46;115.71;31.58;No;Institution;m9262;0
m9263;16.51;18.59;17.56;1.04;No;Institution;m9263;0
m9264;5.28;16.17;11.79;3.05;No;Institution;m9264;0
m9265;57.83;77.15;66.42;6.49;No;Institution;m9265;0
m9266;100.99;117.12;110.28;8.34;No;Institution;m9266;0
m9267;10.12;92.93;35.68;23.31;No;Institution;m9267;0
m9268;10.78;42.11;29.37;16.46;No;Institution;m9268;0
m9269;39.24;213.92;109.78;37.84;No;Institution;m9269;0
m927;2.75;2.75;2.75;;No;Institution;m927;0
m9270;82.59;142.31;122.06;18.92;No;Institution;m9270;0
m9271;9.82;9.82;9.82;;No;Institution;m9271;0
m9272;68.97;70.36;69.66;0.98;No;Institution;m9272;0
m9273;35.92;52.95;43.74;6.49;No;Institution;m9273;0
m9274;9.23;13.13;11.18;2.76;No;Institution;m9274;0
m9275;87.53;166.4;114.62;44.86;No;Institution;m9275;0
m9276;3.55;111.17;44.15;41.41;No;Institution;m9276;0
m9277;156.22;156.22;156.22;;No;Institution;m9277;0
m9278;1.11;67.24;12.28;16.85;No;Institution;m9278;0
m9279;72.5;105.05;88.78;23.02;No;Institution;m9279;0
m928;3.45;8.35;6.42;2.61;No;Institution;m928;0
m9280;67.14;76.37;71.76;6.53;No;Institution;m9280;0
m9281;242.09;690.47;488.09;130.34;No;Institution;m9281;0
m9282;50.95;70.92;62.59;5.91;No;Institution;m9282;0
m9283;12.76;45.08;30.01;8.69;No;Institution;m9283;0
m9284;98.05;184.79;140.11;35.9;No;Institution;m9284;0
m9285;35.46;35.46;35.46;;No;Institution;m9285;0
m9286;31.57;48.01;39.53;6.42;No;Institution;m9286;0
m9287;9.73;32.05;20.1;5.58;No;Institution;m9287;0
m9288;23.65;30.99;27.32;5.19;No;Institution;m9288;0
m9289;24.29;24.29;24.29;;No;Institution;m9289;0
m929;18.99;39.26;31.76;6.98;No;Institution;m929;0
m9290;139.79;192.01;165.9;36.93;No;Institution;m9290;0
m9291;27.77;30.84;29.3;2.17;No;Institution;m9291;0
m9292;41.51;41.51;41.51;;No;Institution;m9292;0
m9293;56.22;86.2;64.4;10.12;No;Institution;m9293;0
m9294;3.25;70.72;42.85;35.23;No;Institution;m9294;0
m9295;46.57;46.57;46.57;;No;Institution;m9295;0
m9296;218.72;230.54;224.63;8.36;No;Institution;m9296;0
m9297;33.25;42.68;37.97;6.67;No;Institution;m9297;0
m9298;39.46;129.25;75.15;35.89;No;Institution;m9298;0
m9299;1.66;124.93;71.01;28.3;No;Institution;m9299;0
m93;2.22;149.58;76.32;60.94;No;Institution;m93;0
m930;1.06;1.06;1.06;;No;Institution;m930;0
m9300;56.72;74.26;62.89;7.95;No;Institution;m9300;0
m9301;36.6;42.79;39.7;4.38;No;Institution;m9301;0
m9302;156.16;156.16;156.16;;No;Institution;m9302;0
m9303;47.17;47.17;47.17;;No;Institution;m9303;0
m9304;107.79;113.2;110.5;3.83;No;Institution;m9304;0
m9305;37.38;81.03;58.69;14.97;No;Institution;m9305;0
m9306;-314.0;314.0;7.02;314.24;No;Institution;m9306;0
m9307;4.98;4.98;4.98;;No;Institution;m9307;0
m9308;33.75;49.45;40.69;6.81;No;Institution;m9308;0
m9309;81.14;90.24;85.69;6.43;No;Institution;m9309;0
m931;7.83;41.23;21.36;11.07;No;Institution;m931;0
m9310;3.22;11.47;7.35;5.83;No;Institution;m9310;0
m9311;35.31;52.01;42.52;7.92;No;Institution;m9311;0
m9312;24.83;34.8;30.69;3.51;No;Institution;m9312;0
m9313;3.16;3.16;3.16;;No;Institution;m9313;0
m9314;7.18;101.24;58.12;38.25;No;Institution;m9314;0
m9315;2.27;3.48;2.95;0.45;No;Institution;m9315;0
m9316;20.86;134.18;78.59;24.51;No;Institution;m9316;0
m9317;31.36;38.4;34.88;4.98;No;Institution;m9317;0
m9318;78.82;95.46;86.14;7.56;No;Institution;m9318;0
m9319;121.14;121.14;121.14;;No;Institution;m9319;0
m932;48.71;48.71;48.71;;No;Institution;m932;0
m9320;2.48;156.16;47.31;45.53;No;Institution;m9320;0
m9321;2.13;95.24;25.57;16.26;Yes;Institution;m9321;1
m9322;1.59;133.63;19.54;27.33;No;Institution;m9322;0
m9323;84.37;84.37;84.37;;No;Institution;m9323;0
m9324;158.39;158.39;158.39;;No;Institution;m9324;0
m9325;9.47;14.37;11.58;2.52;No;Institution;m9325;0
m9326;9.15;9.15;9.15;;No;Institution;m9326;0
m9327;107.08;107.08;107.08;;No;Institution;m9327;0
m9328;23.19;23.19;23.19;;No;Institution;m9328;0
m9329;84.39;405.01;236.38;106.1;Yes;Institution;m9329;1
m933;1.07;61.55;38.94;15.4;No;Institution;m933;0
m9330;27.36;27.36;27.36;;No;Institution;m9330;0
m9331;11.28;13.19;12.12;0.98;No;Institution;m9331;0
m9332;21.31;243.42;147.32;52.9;No;Institution;m9332;0
m9333;2.18;133.97;39.86;31.59;No;Institution;m9333;0
m9334;3.41;4.35;3.88;0.66;No;Institution;m9334;0
m9335;27.26;33.88;30.57;4.68;No;Institution;m9335;0
m9336;24.39;73.86;43.74;16.38;No;Institution;m9336;0
m9337;71.29;71.29;71.29;;No;Institution;m9337;0
m9338;13.01;13.01;13.01;;No;Institution;m9338;0
m9339;5.0;415.69;135.0;71.66;No;Institution;m9339;0
m934;7.9;7.9;7.9;;No;Institution;m934;0
m9340;5.04;107.08;61.77;38.19;No;Institution;m9340;0
m9341;4.87;28.3;19.5;4.19;No;Institution;m9341;0
m9342;1.91;1.91;1.91;;No;Institution;m9342;0
m9343;116.43;139.19;125.39;12.13;No;Institution;m9343;0
m9344;0.53;320.4;45.79;26.82;Yes;Institution;m9344;1
m9345;6.62;64.53;35.58;40.95;No;Institution;m9345;0
m9346;40.01;40.01;40.01;;No;Institution;m9346;0
m9347;-199.0;242.23;80.74;243.23;No;Institution;m9347;0
m9348;3.52;120.54;25.5;46.62;No;Institution;m9348;0
m9349;0.03;3.03;1.33;0.45;No;Institution;m9349;0
m935;3.77;40.38;18.75;7.33;No;Institution;m935;0
m9350;7.08;14.28;11.73;2.48;No;Institution;m9350;0
m9351;37.85;78.4;62.54;15.2;No;Institution;m9351;0
m9352;62.89;90.66;71.24;13.2;No;Institution;m9352;0
m9353;38.24;38.24;38.24;;No;Institution;m9353;0
m9354;72.43;115.25;93.84;30.28;No;Institution;m9354;0
m9355;3.19;50.73;35.62;12.81;No;Institution;m9355;0
m9356;7.67;12.04;9.6;1.81;No;Institution;m9356;0
m9357;17.36;25.48;21.08;3.93;No;Institution;m9357;0
m9358;1.99;215.6;60.81;36.81;No;Institution;m9358;0
m9359;108.59;108.59;108.59;;No;Institution;m9359;0
m936;15.17;56.64;35.9;29.32;No;Institution;m936;0
m9360;31.75;31.75;31.75;;No;Institution;m9360;0
m9361;6.7;148.06;68.78;54.53;No;Institution;m9361;0
m9362;6.25;296.96;54.05;75.12;No;Institution;m9362;0
m9363;10.11;10.11;10.11;;No;Institution;m9363;0
m9364;27.89;27.89;27.89;;No;Institution;m9364;0
m9365;2.81;367.2;46.57;68.12;No;Institution;m9365;0
m9366;51.67;51.67;51.67;;No;Institution;m9366;0
m9367;80.32;436.34;207.97;93.86;No;Institution;m9367;0
m9368;3.22;622.88;124.53;75.28;No;Institution;m9368;0
m9369;41.46;93.04;71.78;19.19;No;Institution;m9369;0
m937;14.93;14.93;14.93;;No;Institution;m937;0
m9370;43.91;43.91;43.91;;No;Institution;m9370;0
m9371;12.6;45.25;26.51;8.46;No;Institution;m9371;0
m9372;511.72;511.72;511.72;;No;Institution;m9372;0
m9373;1.39;18.65;8.31;7.4;No;Institution;m9373;0
m9374;36.68;39.55;38.01;1.45;No;Institution;m9374;0
m9375;145.54;254.46;195.52;34.97;No;Institution;m9375;0
m9376;9.56;9.8;9.68;0.17;No;Institution;m9376;0
m9377;12.94;29.51;20.24;6.2;No;Institution;m9377;0
m9378;39.14;66.71;49.37;11.1;No;Institution;m9378;0
m9379;15.86;15.86;15.86;;No;Institution;m9379;0
m938;15.55;15.55;15.55;;No;Institution;m938;0
m9380;524.45;524.45;524.45;;No;Institution;m9380;0
m9381;36.67;154.06;100.76;20.93;No;Institution;m9381;0
m9382;16.55;23.72;20.51;1.8;No;Institution;m9382;0
m9383;3.86;3.86;3.86;;No;Institution;m9383;0
m9384;99.8;99.8;99.8;;No;Institution;m9384;0
m9385;7.71;7.71;7.71;;No;Institution;m9385;0
m9386;3.72;67.02;23.97;12.89;No;Institution;m9386;0
m9387;24.45;24.45;24.45;;No;Institution;m9387;0
m9388;17.64;43.48;28.68;7.58;No;Institution;m9388;0
m9389;46.95;57.06;52.0;7.15;No;Institution;m9389;0
m939;2.51;180.52;34.69;51.91;No;Institution;m939;0
m9390;50.74;64.36;57.55;9.63;No;Institution;m9390;0
m9391;23.2;213.74;133.28;79.65;No;Institution;m9391;0
m9392;2.81;40.44;11.96;9.17;No;Institution;m9392;0
m9393;145.98;145.98;145.98;;No;Institution;m9393;0
m9394;8.68;115.95;55.5;32.86;No;Institution;m9394;0
m9395;46.01;46.01;46.01;;No;Institution;m9395;0
m9396;2.09;2.09;2.09;;No;Institution;m9396;0
m9397;8.0;8.0;8.0;;No;Institution;m9397;0
m9398;56.75;56.75;56.75;;No;Institution;m9398;0
m9399;61.72;123.35;92.58;30.82;No;Institution;m9399;0
m94;40.46;40.46;40.46;;No;Institution;m94;0
m940;1.68;59.44;12.63;17.65;No;Institution;m940;0
m9400;267.54;267.54;267.54;;No;Institution;m9400;0
m9401;21.81;21.81;21.81;;No;Institution;m9401;0
m9402;10.0;11.66;10.62;0.9;No;Institution;m9402;0
m9403;91.61;161.56;130.85;28.43;No;Institution;m9403;0
m9404;17.92;21.62;19.77;2.62;No;Institution;m9404;0
m9405;0.09;420.44;64.99;55.05;Yes;Institution;m9405;1
m9406;5.18;5.18;5.18;;No;Institution;m9406;0
m9407;4.15;4.15;4.15;;No;Institution;m9407;0
m9408;20.0;69.29;44.47;18.2;No;Institution;m9408;0
m9409;19.72;104.2;30.33;14.99;No;Institution;m9409;0
m941;395.0;712.13;561.09;112.95;No;Institution;m941;0
m9410;19.42;57.3;42.5;11.48;No;Institution;m9410;0
m9411;213.89;213.89;213.89;;No;Institution;m9411;0
m9412;128.81;212.01;174.18;20.51;No;Institution;m9412;0
m9413;16.37;42.36;29.15;4.95;No;Institution;m9413;0
m9414;79.62;211.21;156.2;40.61;No;Institution;m9414;0
m9415;3.32;7.12;4.94;1.29;No;Institution;m9415;0
m9416;3.73;3.73;3.73;;No;Institution;m9416;0
m9417;143.93;165.47;154.7;15.23;No;Institution;m9417;0
m9418;157.23;157.23;157.23;;No;Institution;m9418;0
m9419;55.1;55.1;55.1;;No;Institution;m9419;0
m942;3.28;13.16;8.22;6.99;No;Institution;m942;0
m9420;86.44;366.66;141.77;87.34;No;Institution;m9420;0
m9421;17.62;25.47;21.41;3.93;No;Institution;m9421;0
m9422;79.34;79.34;79.34;;No;Institution;m9422;0
m9423;159.87;159.87;159.87;;No;Institution;m9423;0
m9424;15.41;59.68;37.57;18.35;No;Institution;m9424;0
m9425;10.94;16.49;13.72;3.92;No;Institution;m9425;0
m9426;51.67;149.88;100.69;49.11;No;Institution;m9426;0
m9427;9.47;9.47;9.47;;No;Institution;m9427;0
m9428;36.54;53.19;41.4;6.82;No;Institution;m9428;0
m9429;59.04;59.04;59.04;;No;Institution;m9429;0
m943;127.56;127.56;127.56;;No;Institution;m943;0
m9430;16.89;35.09;25.78;5.31;No;Institution;m9430;0
m9431;11.37;14.69;13.08;1.66;No;Institution;m9431;0
m9432;51.12;51.12;51.12;;No;Institution;m9432;0
m9433;67.56;67.56;67.56;;No;Institution;m9433;0
m9434;159.17;159.17;159.17;;No;Institution;m9434;0
m9435;69.67;98.65;83.62;13.29;No;Institution;m9435;0
m9436;12.84;23.85;18.98;5.61;No;Institution;m9436;0
m9437;60.57;167.76;134.54;43.13;No;Institution;m9437;0
m9438;11.23;25.5;15.35;4.81;No;Institution;m9438;0
m9439;12.19;18.12;14.64;2.25;No;Institution;m9439;0
m944;5.28;11.01;7.96;1.5;No;Institution;m944;0
m9440;18.16;46.38;29.09;15.15;No;Institution;m9440;0
m9441;5.77;14.69;10.84;4.58;No;Institution;m9441;0
m9442;36.13;59.55;50.4;10.83;No;Institution;m9442;0
m9443;63.9;136.59;106.99;38.18;No;Institution;m9443;0
m9444;7.63;10.41;8.75;0.97;No;Institution;m9444;0
m9445;35.34;35.34;35.34;;No;Institution;m9445;0
m9446;65.34;65.34;65.34;;No;Institution;m9446;0
m9447;3.42;47.7;25.56;31.31;No;Institution;m9447;0
m9448;4.11;88.39;34.37;46.9;No;Institution;m9448;0
m9449;11.49;165.27;124.72;63.76;No;Institution;m9449;0
m945;5.6;98.86;62.31;26.1;No;Institution;m945;0
m9450;40.53;40.53;40.53;;No;Institution;m9450;0
m9451;59.23;62.22;60.72;2.11;No;Institution;m9451;0
m9452;30.22;30.22;30.22;;No;Institution;m9452;0
m9453;7.92;47.17;29.46;11.1;No;Institution;m9453;0
m9454;11.76;41.86;26.56;9.47;No;Institution;m9454;0
m9455;14.85;33.38;21.8;4.65;No;Institution;m9455;0
m9456;147.61;147.61;147.61;;No;Institution;m9456;0
m9457;30.16;38.45;33.74;4.26;No;Institution;m9457;0
m9458;29.76;73.8;54.61;16.65;No;Institution;m9458;0
m9459;0.85;191.68;42.37;52.02;No;Institution;m9459;0
m946;38.39;38.39;38.39;;No;Institution;m946;0
m9460;5.92;21.7;12.37;5.1;No;Institution;m9460;0
m9461;113.02;155.61;134.32;30.12;No;Institution;m9461;0
m9462;54.2;67.35;59.96;5.49;No;Institution;m9462;0
m9463;141.36;141.36;141.36;;No;Institution;m9463;0
m9464;48.45;48.45;48.45;;No;Institution;m9464;0
m9465;123.33;123.33;123.33;;No;Institution;m9465;0
m9466;28.36;28.36;28.36;;No;Institution;m9466;0
m9467;98.78;98.78;98.78;;No;Institution;m9467;0
m9468;4.42;4.42;4.42;;No;Institution;m9468;0
m9469;-351.0;351.0;26.19;353.92;No;Institution;m9469;0
m947;14.71;14.71;14.71;;No;Institution;m947;0
m9470;0.89;27.32;12.03;8.18;No;Institution;m9470;0
m9471;195.92;247.62;223.43;22.19;No;Institution;m9471;0
m9472;27.19;329.21;237.24;80.33;No;Institution;m9472;0
m9473;36.07;38.63;37.09;1.36;No;Institution;m9473;0
m9474;6.62;155.32;56.26;72.65;No;Institution;m9474;0
m9475;11.89;29.65;19.7;9.07;No;Institution;m9475;0
m9476;113.1;113.1;113.1;;No;Institution;m9476;0
m9477;219.84;219.84;219.84;;No;Institution;m9477;0
m9478;9.93;38.07;21.13;6.59;No;Institution;m9478;0
m9479;117.23;165.28;137.73;22.19;No;Institution;m9479;0
m948;8.49;21.33;14.91;9.08;No;Institution;m948;0
m9480;169.82;240.26;205.71;35.24;No;Institution;m9480;0
m9481;52.4;103.5;82.01;21.53;No;Institution;m9481;0
m9482;48.37;295.14;161.68;81.66;No;Institution;m9482;0
m9483;6.29;142.94;53.81;52.08;No;Institution;m9483;0
m9484;0.19;292.45;97.87;55.17;No;Institution;m9484;0
m9485;4.49;26.24;12.27;5.25;No;Institution;m9485;0
m9486;27.01;76.98;50.69;10.49;No;Institution;m9486;0
m9487;127.77;127.77;127.77;;No;Institution;m9487;0
m9488;67.29;86.53;76.91;13.6;No;Institution;m9488;0
m9489;15.99;218.75;107.79;73.64;No;Institution;m9489;0
m949;519.34;519.34;519.34;;No;Institution;m949;0
m9490;27.94;27.94;27.94;;No;Institution;m9490;0
m9491;12.83;31.42;23.7;6.39;No;Institution;m9491;0
m9492;4.85;91.82;52.36;35.78;No;Institution;m9492;0
m9493;62.38;62.38;62.38;;No;Institution;m9493;0
m9494;3.63;145.15;71.43;49.64;No;Institution;m9494;0
m9495;9.42;9.42;9.42;;No;Institution;m9495;0
m9496;46.03;53.98;48.49;3.69;No;Institution;m9496;0
m9497;4.89;152.68;28.75;35.43;No;Institution;m9497;0
m9498;33.26;37.73;35.51;2.24;No;Institution;m9498;0
m9499;20.57;34.43;29.53;7.77;No;Institution;m9499;0
m95;13.69;156.94;58.7;39.67;No;Institution;m95;0
m950;8.01;11.07;9.32;1.24;No;Institution;m950;0
m9500;98.64;98.64;98.64;;No;Institution;m9500;0
m9501;81.29;201.69;137.12;45.27;No;Institution;m9501;0
m9502;55.25;62.03;58.64;4.79;No;Institution;m9502;0
m9503;0.45;179.2;47.19;37.75;No;Institution;m9503;0
m9504;1.82;179.81;39.07;51.15;No;Institution;m9504;0
m9505;0.88;134.22;40.71;50.49;No;Institution;m9505;0
m9506;17.21;18.39;17.8;0.83;No;Institution;m9506;0
m9507;129.6;247.07;174.53;63.42;No;Institution;m9507;0
m9508;76.78;76.78;76.78;;No;Institution;m9508;0
m9509;68.66;126.91;95.26;20.88;No;Institution;m9509;0
m951;1.45;17.98;11.74;5.75;No;Institution;m951;0
m9510;48.5;53.52;51.01;3.55;No;Institution;m9510;0
m9511;101.15;101.15;101.15;;No;Institution;m9511;0
m9512;61.92;61.92;61.92;;No;Institution;m9512;0
m9513;7.97;8.19;8.08;0.16;No;Institution;m9513;0
m9514;9.12;101.27;78.24;20.81;No;Institution;m9514;0
m9515;363.79;372.82;368.3;6.39;No;Institution;m9515;0
m9516;49.17;117.52;97.01;32.24;No;Institution;m9516;0
m9517;6.0;63.03;35.13;18.19;No;Institution;m9517;0
m9518;60.65;118.05;87.62;21.3;No;Institution;m9518;0
m9519;3.61;80.42;49.07;30.35;No;Institution;m9519;0
m952;82.51;82.51;82.51;;No;Institution;m952;0
m9520;5.53;93.04;37.29;31.84;No;Institution;m9520;0
m9521;51.58;51.58;51.58;;No;Institution;m9521;0
m9522;18.22;52.44;39.48;9.58;No;Institution;m9522;0
m9523;53.37;53.37;53.37;;No;Institution;m9523;0
m9524;47.37;464.47;169.06;143.0;No;Institution;m9524;0
m9525;85.21;244.07;164.64;112.33;No;Institution;m9525;0
m9526;27.99;27.99;27.99;;No;Institution;m9526;0
m9527;1.49;165.92;19.18;37.49;No;Institution;m9527;0
m9528;1.44;109.27;58.2;43.41;No;Institution;m9528;0
m9529;31.52;31.52;31.52;;No;Institution;m9529;0
m953;13.42;13.42;13.42;;No;Institution;m953;0
m9530;7.99;61.27;28.88;28.44;No;Institution;m9530;0
m9531;9.49;82.87;34.35;42.02;No;Institution;m9531;0
m9532;4.22;33.33;21.48;11.18;No;Institution;m9532;0
m9533;46.63;138.52;102.5;24.44;No;Institution;m9533;0
m9534;10.28;42.67;21.63;11.22;No;Institution;m9534;0
m9535;133.81;133.81;133.81;;No;Institution;m9535;0
m9536;10.05;25.81;17.54;5.03;No;Institution;m9536;0
m9537;8.4;77.78;39.22;29.14;No;Institution;m9537;0
m9538;41.55;41.55;41.55;;No;Institution;m9538;0
m9539;10.69;95.14;39.95;28.31;No;Institution;m9539;0
